0.066406,0.050448,6.6406
0.070312,0.052258,7.0312
0.074219,0.025569,7.4219
0.078125,-0.015085,7.8125
0.082031,-0.032437,8.2031
0.085938,0.016413,8.5938
0.09375,-0.085035,9.375
0.097656,-0.011006,9.7656
0.101562,0.113669,10.1562
0.203125,0.049018,20.3125
0.207031,0.01932,20.7031
0.210938,-0.038573,21.0938
0.222656,0.043011,22.2656
0.230469,0.037546,23.0469
0.234375,-0.02525,23.4375
0.238281,-0.02193,23.8281
0.242188,-0.044587,24.2188
0.246094,-0.01996,24.6094
0.25,0.036576,25
0.253906,-0.009459,25.3906
0.257812,0.049395,25.7812
0.261719,-0.035208,26.1719
0.265625,-0.045035,26.5625
0.269531,-0.002263,26.9531
0.273438,0.04104,27.3438
0.285156,-0.022499,28.5156
0.289062,-0.006606,28.9062
0.296875,-0.031029,29.6875
0.300781,0.000263,30.0781
0.304688,0.010077,30.4688
0.316406,-0.031902,31.6406
0.324219,-0.068635,32.4219
0.328125,-0.015631,32.8125
0.335938,0.035397,33.5938
0.359375,-0.015988,35.9375
0.363281,-0.030961,36.3281
0.367188,-0.024954,36.7188
0.371094,-0.039379,37.1094
0.375,0.001704,37.5
0.382812,-0.059294,38.2812
0.390625,-0.044042,39.0625
0.398438,0.113617,39.8438
0.410156,-0.082873,41.0156
0.414062,-0.090478,41.4062
0.417969,-0.000604,41.7969
0.519531,0.028143,51.9531
0.523438,-0.075253,52.3438
0.535156,0.105553,53.5156
0.542969,0.002985,54.2969
0.578125,0.123955,57.8125
0.582031,0.024434,58.2031
0.585938,0.073407,58.5938
0.59375,-0.039141,59.375
0.605469,0.04432,60.5469
0.609375,0.013736,60.9375
0.617188,-0.085513,61.7188
0.621094,0.014724,62.1094
0.628906,0.036091,62.8906
0.632812,0.026605,63.2812
0.644531,0.049578,64.4531
0.648438,-0.033014,64.8438
0.652344,0.006738,65.2344
0.660156,0.012276,66.0156
0.664062,0.017608,66.4062
0.667969,-0.033528,66.7969
0.671875,0.013864,67.1875
0.679688,-0.064493,67.9688
0.683594,0.014169,68.3594
0.703125,-0.063807,70.3125
0.707031,0.019595,70.7031
0.710938,-0.033259,71.0938
0.714844,-0.00198,71.4844
0.71875,-0.05829,71.875
0.722656,0.011295,72.2656
0.726562,0.038983,72.6562
0.8125,-0.085948,81.25
0.820312,-0.062168,82.0312
0.824219,0.021062,82.4219
0.828125,0.021736,82.8125
0.839844,-0.01164,83.9844
0.847656,-0.041712,84.7656
0.851562,0.058635,85.1562
0.855469,-0.00655,85.5469
0.863281,0.074129,86.3281
0.867188,0.017786,86.7188
0.878906,-0.043018,87.8906
0.882812,-0.100851,88.2812
0.886719,-0.011969,88.6719
0.890625,0.020079,89.0625
0.894531,-0.029561,89.4531
0.898438,-0.001684,89.8438
0.90625,-0.124072,90.625
0.910156,-0.000138,91.0156
0.917969,-0.023772,91.7969
0.921875,0.022158,92.1875
0.925781,0.010081,92.5781
0.929688,0.032136,92.9688
0.933594,0.029808,93.3594
0.9375,-0.056136,93.75
0.941406,0.002095,94.1406
0.949219,-0.016015,94.9219
0.953125,-0.001779,95.3125
0.957031,0.020639,95.7031
0.960938,0.062061,96.0938
0.984375,-0.093677,98.4375
0.988281,-0.009732,98.8281
0.996094,-0.007753,99.6094
